City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Carutapera,BR,2021-08-07 19:08:08,-1.195,-46.02,81.12,80,77,6.71
295,Mareeba,AU,2021-08-07 19:08:09,-17.0,145.4333,63.48,89,86,2.28
296,Leh,IN,2021-08-07 19:08:09,34.1667,77.5833,64.89,35,7,5.55
297,Fraserburgh,GB,2021-08-07 19:08:09,57.6874,-2.0184,61.18,81,10,14.97
298,Bac Lieu,VN,2021-08-07 19:08:09,9.285,105.7244,80.1,87,100,8.88
299,Ust-Karsk,RU,2021-08-07 19:08:10,52.7011,118.8077,58.86,97,25,2.57
300,Margate,GB,2021-08-07 19:08:10,51.3813,1.3862,64.11,80,77,5.01
301,Akyab,MM,2021-08-07 19:08:10,20.15,92.9,80.44,86,60,3.27
302,Chake Chake,TZ,2021-08-07 19:08:11,-5.2459,39.7666,71.85,85,8,7.9
303,Lapeer,US,2021-08-07 19:08:11,43.0514,-83.3188,82.22,65,90,3.44
304,Ruteng,ID,2021-08-07 19:08:11,-8.6136,120.4721,58.51,93,43,1.7
305,Tazovskiy,RU,2021-08-07 19:08:11,67.4667,78.7,57.33,78,7,6.31
306,Berlevag,NO,2021-08-07 19:08:12,70.8578,29.0864,60.82,67,16,9.24
307,Kumluca,TR,2021-08-07 19:08:12,36.3703,30.2869,82.8,63,0,9.8
308,Vila Franca Do Campo,PT,2021-08-07 19:08:12,37.7167,-25.4333,72.01,64,20,10.02
309,Katsuura,JP,2021-08-07 19:08:13,35.1333,140.3,80.62,94,100,20.85
310,Warrington,GB,2021-08-07 19:03:19,53.3925,-2.5802,60.98,95,90,3.0
311,Caala,AO,2021-08-07 19:08:13,-12.8525,15.5606,63.7,16,7,2.75
312,Progreso,MX,2021-08-07 19:08:07,21.2833,-89.6667,93.31,65,27,17.87
313,Yunhe,CN,2021-08-07 19:08:13,34.0833,119.7167,72.07,90,0,2.57
314,Padang,ID,2021-08-07 19:08:14,-0.9492,100.3543,77.76,89,31,3.74
315,Isoka,ZM,2021-08-07 19:08:14,-10.1606,32.6335,60.93,49,3,1.25
316,Manacapuru,BR,2021-08-07 19:08:15,-3.2997,-60.6206,91.98,46,14,1.14
317,Freeport,US,2021-08-07 19:04:48,40.6576,-73.5832,92.5,58,1,5.99
318,Togur,RU,2021-08-07 19:08:15,58.3631,82.8265,60.57,93,92,4.99
319,Sudak,UA,2021-08-07 19:08:15,44.85,34.9667,76.44,79,100,13.6
320,Lompoc,US,2021-08-07 19:05:50,34.6391,-120.4579,84.22,65,1,12.66
321,Seondha,IN,2021-08-07 19:08:16,26.1578,78.7797,81.95,89,100,6.78
322,Tafresh,IR,2021-08-07 19:08:16,34.692,50.013,75.87,25,96,2.24
323,Mangrol,IN,2021-08-07 19:08:16,21.1167,70.1167,82.02,79,65,11.43
324,Araouane,ML,2021-08-07 19:06:33,18.9048,-3.5265,104.32,21,100,6.26
325,Lisala,CD,2021-08-07 19:08:17,2.15,21.5167,69.71,93,97,1.28
326,Bandarbeyla,SO,2021-08-07 19:08:17,9.4942,50.8122,75.49,84,6,30.15
327,Puerto Leguizamo,CO,2021-08-07 19:08:17,-0.1934,-74.7819,88.39,50,97,1.99
328,Fort Frances,CA,2021-08-07 19:07:34,48.5999,-93.4003,73.17,68,90,9.22
329,Vao,NC,2021-08-07 19:08:18,-22.6667,167.4833,67.05,64,100,4.65
330,Sur,OM,2021-08-07 19:08:18,22.5667,59.5289,90.97,54,84,10.78
331,Miramar,US,2021-08-07 19:03:33,25.9873,-80.2323,94.01,65,75,5.75
332,Grand Gaube,MU,2021-08-07 19:08:18,-20.0064,57.6608,71.38,72,52,5.01
333,Half Moon Bay,US,2021-08-07 19:06:06,37.4636,-122.4286,85.77,70,40,1.99
334,Savelugu,GH,2021-08-07 19:08:19,9.6244,-0.8253,81.01,66,100,4.94
335,East London,ZA,2021-08-07 19:05:43,-33.0153,27.9116,60.84,81,29,11.68
336,Kavieng,PG,2021-08-07 19:03:46,-2.5744,150.7967,81.77,78,99,13.6
337,Eyl,SO,2021-08-07 19:08:19,7.9803,49.8164,76.33,81,35,24.11
338,Nyurba,RU,2021-08-07 19:03:55,63.2842,118.3319,62.04,88,100,9.15
339,Roccastrada,IT,2021-08-07 19:08:19,43.0099,11.1665,72.32,65,2,5.57
340,Shenjiamen,CN,2021-08-07 19:08:20,29.9576,122.298,79.45,87,0,18.61
341,Velikooktyabrskiy,RU,2021-08-07 19:08:20,57.4333,33.8159,64.29,95,100,4.68
342,Zhangye,CN,2021-08-07 19:08:20,38.9342,100.4517,69.49,42,100,5.57
343,Opuwo,NA,2021-08-07 19:08:21,-18.0607,13.84,68.94,20,0,7.23
344,Boden,SE,2021-08-07 19:06:52,65.8252,21.6886,66.2,56,100,4.97
345,Rio Tercero,AR,2021-08-07 19:08:21,-32.173,-64.1141,76.8,24,0,6.22
346,Saint George,US,2021-08-07 19:05:24,37.1041,-113.5841,95.47,13,1,1.99
347,Cayenne,GF,2021-08-07 19:08:21,4.9333,-52.3333,85.08,75,75,5.99
348,Mildura,AU,2021-08-07 19:08:22,-34.2,142.15,51.76,93,90,3.44
349,Warwick,US,2021-08-07 19:08:22,41.7001,-71.4162,91.44,67,40,12.66
350,Thurso,GB,2021-08-07 19:08:22,58.5927,-3.5259,58.95,86,10,17.36
351,Clyde River,CA,2021-08-07 19:08:23,70.4692,-68.5914,37.72,96,100,1.07
352,Beringovskiy,RU,2021-08-07 19:08:23,63.05,179.3167,44.01,88,100,26.82
353,Waipawa,NZ,2021-08-07 19:08:23,-41.4122,175.5153,50.04,86,99,6.4
354,Beloha,MG,2021-08-07 19:08:23,-25.1667,45.05,64.06,84,0,4.74
355,Fare,PF,2021-08-07 19:08:24,-16.7,-151.0167,77.88,72,13,7.11
356,Mackay,AU,2021-08-07 19:08:24,-21.15,149.2,58.05,81,2,10.25
357,Faanui,PF,2021-08-07 19:08:24,-16.4833,-151.75,78.12,71,25,8.12
358,Nagato,JP,2021-08-07 19:08:25,34.3833,131.2,79.0,86,51,3.33
359,Kasama,ZM,2021-08-07 19:08:25,-10.2129,31.1808,62.67,37,5,5.84
360,Celestun,MX,2021-08-07 19:08:25,20.8667,-90.4,89.35,61,16,13.24
361,Tabou,CI,2021-08-07 19:08:26,4.423,-7.3528,77.49,80,100,11.43
362,Waddan,LY,2021-08-07 19:08:26,29.1614,16.139,97.72,15,0,14.94
363,Lucapa,AO,2021-08-07 19:08:26,-8.4192,20.7447,73.56,13,100,4.07
364,Aljezur,PT,2021-08-07 19:06:31,37.3191,-8.8033,65.89,76,0,14.92
365,Lasa,IT,2021-08-07 19:08:27,46.6166,10.7002,65.03,98,90,5.95
366,Henderson,US,2021-08-07 19:08:27,36.0397,-114.9819,100.74,13,1,4.61
367,Linjiang,CN,2021-08-07 19:08:27,41.8069,126.9078,62.02,96,5,2.08
368,Aden,YE,2021-08-07 19:04:25,12.7794,45.0367,85.06,74,0,6.04
369,Necochea,AR,2021-08-07 19:08:28,-38.5473,-58.7368,56.03,66,65,13.98
370,Aswan,EG,2021-08-07 19:08:28,24.0934,32.907,95.07,35,10,8.66
371,Armidale,AU,2021-08-07 19:08:28,-30.5167,151.65,31.06,94,0,5.26
372,Korsakov,RU,2021-08-07 19:08:29,46.6328,142.7813,58.84,89,100,23.26
373,Gorontalo,ID,2021-08-07 19:08:29,0.5412,123.0595,75.02,92,97,3.6
374,Kansanshi,ZM,2021-08-07 19:08:29,-12.0951,26.4273,62.35,34,0,3.18
375,Rio Pardo De Minas,BR,2021-08-07 19:08:30,-15.6097,-42.5397,76.41,24,71,12.53
376,Port Macquarie,AU,2021-08-07 19:08:30,-31.4333,152.9167,51.76,86,3,9.44
377,Truth Or Consequences,US,2021-08-07 19:07:00,33.1284,-107.2528,97.92,24,1,0.0
378,Praia Da Vitoria,PT,2021-08-07 19:08:30,38.7333,-27.0667,73.76,66,32,10.33
379,Takoradi,GH,2021-08-07 19:08:31,4.8845,-1.7554,76.68,84,53,12.33
380,Ocos,GT,2021-08-07 19:08:31,14.5094,-92.1933,92.73,71,100,4.65
381,Bjerringbro,DK,2021-08-07 19:08:31,56.378,9.6607,64.81,76,76,4.25
382,La Mira,MX,2021-08-07 19:08:31,18.035,-102.3266,86.43,66,90,6.91
383,Trairi,BR,2021-08-07 19:06:41,-3.2778,-39.2689,83.89,60,59,15.97
384,Sarakhs,IR,2021-08-07 19:08:32,36.5449,61.1577,86.14,23,0,2.3
385,Oktyabrskoye,RU,2021-08-07 19:08:25,43.0645,44.7417,75.34,88,100,6.71
386,Tari,NG,2021-08-07 19:08:32,12.4086,4.4914,85.93,59,73,10.36
387,Rocha,UY,2021-08-07 19:08:32,-34.4833,-54.3333,74.66,66,6,8.32
388,San Quintin,MX,2021-08-07 19:08:33,30.4833,-115.95,73.81,67,2,9.91
389,Buala,SB,2021-08-07 19:08:33,-8.145,159.5921,77.74,82,100,2.98
390,Prestea,GH,2021-08-07 19:08:33,5.4327,-2.1428,75.9,83,33,6.33
391,Binga,ZW,2021-08-07 19:08:34,-17.6203,27.3414,66.85,36,0,1.36
392,Alta Floresta,BR,2021-08-07 19:07:55,-9.8756,-56.0861,98.83,16,0,3.06
393,National City,US,2021-08-07 19:06:48,32.6781,-117.0992,97.61,70,1,5.01
394,Rongai,KE,2021-08-07 19:08:34,-0.1733,35.8638,60.78,87,97,2.01
395,Torbay,CA,2021-08-07 19:08:34,47.6666,-52.7314,77.68,71,81,19.89
396,Guerrero Negro,MX,2021-08-07 19:08:35,27.9769,-114.0611,81.84,54,8,8.32
397,Kolondieba,ML,2021-08-07 19:08:35,11.0882,-6.8926,73.71,86,98,4.34
398,Luan,CH,2021-08-07 19:08:35,46.3592,6.9759,53.91,92,100,1.01
399,Wangaratta,AU,2021-08-07 19:08:35,-36.3667,146.3333,42.15,100,90,0.0
400,Momil,CO,2021-08-07 19:08:36,9.2377,-75.6749,86.34,73,100,5.44
401,Naze,JP,2021-08-07 19:08:36,28.3667,129.4833,80.08,87,100,22.68
402,Fort Morgan,US,2021-08-07 19:08:36,40.2503,-103.8,85.42,16,40,21.85
403,Hualmay,PE,2021-08-07 19:08:37,-11.0964,-77.6139,68.31,68,18,12.75
404,Igarka,RU,2021-08-07 19:05:17,67.4667,86.5833,59.58,61,100,2.57
405,Murygino,RU,2021-08-07 19:08:37,58.7383,49.4582,57.07,73,97,3.42
406,Belyy Yar,RU,2021-08-07 19:06:34,53.6039,91.3903,58.89,100,100,0.0
407,Itoman,JP,2021-08-07 19:08:37,26.1247,127.6694,77.77,100,75,36.82
408,Longyearbyen,SJ,2021-08-07 19:08:38,78.2186,15.6401,44.44,87,75,9.22
409,Zhob,PK,2021-08-07 19:08:38,31.3411,69.4481,81.95,39,11,6.93
410,Mnogovershinnyy,RU,2021-08-07 19:08:38,53.9353,139.9242,44.02,98,100,4.79
411,Luena,AO,2021-08-07 19:03:54,-11.7833,19.9167,60.4,18,6,3.71
412,Rawdon,CA,2021-08-07 19:07:11,46.0501,-73.7159,81.97,62,74,6.87
413,Saltpond,GH,2021-08-07 19:08:39,5.2091,-1.0606,77.27,83,47,14.72
414,Oshakati,NA,2021-08-07 19:08:39,-17.7833,15.6833,69.13,16,0,7.67
415,Hobyo,SO,2021-08-07 19:08:39,5.3505,48.5268,76.42,82,97,27.42
416,Christchurch,NZ,2021-08-07 19:03:52,-43.5333,172.6333,43.0,88,90,3.44
417,Bethel,US,2021-08-07 19:08:40,41.3712,-73.414,87.49,66,1,9.22
418,Japura,ID,2021-08-07 19:08:40,-0.3167,102.35,77.07,94,99,3.38
419,Goianesia,BR,2021-08-07 19:08:41,-15.3175,-49.1175,81.28,30,100,6.46
420,Pak Phanang,TH,2021-08-07 19:08:41,8.3511,100.202,80.26,75,86,5.66
421,Henties Bay,NA,2021-08-07 19:07:22,-22.116,14.2845,55.85,80,5,8.93
422,Polovinnoye,RU,2021-08-07 19:08:42,54.7914,65.9864,59.56,72,78,7.29
423,Kingsland,US,2021-08-07 19:08:42,30.8,-81.6898,86.99,56,100,1.99
424,San Cristobal,VE,2021-08-07 19:08:42,7.7669,-72.225,84.38,43,88,7.36
425,Iqaluit,CA,2021-08-07 19:08:43,63.7506,-68.5145,49.73,71,90,19.57
426,Sioux Lookout,CA,2021-08-07 19:08:43,50.1001,-91.917,76.19,40,97,7.45
427,Real,PH,2021-08-07 19:08:43,14.6625,121.6047,83.14,85,100,8.43
428,Comodoro Rivadavia,AR,2021-08-07 19:08:44,-45.8667,-67.5,53.46,26,0,20.71
429,Amapa,BR,2021-08-07 19:08:44,1.0,-52.0,84.22,61,100,1.81
430,Nichinan,JP,2021-08-07 19:08:44,31.6,131.3667,77.27,90,95,0.2
431,Srandakan,ID,2021-08-07 19:08:45,-7.9386,110.2506,75.7,88,55,2.66
432,Spencer,US,2021-08-07 19:08:45,43.1414,-95.1444,84.24,69,1,13.8
433,Pingdu,CN,2021-08-07 19:08:45,36.7844,119.9464,71.76,91,0,1.86
434,Coahuayana,MX,2021-08-07 19:08:45,18.7333,-103.6833,85.48,59,78,6.29
435,Aguimes,ES,2021-08-07 19:08:46,27.9054,-15.4461,74.03,69,20,21.85
436,Kushima,JP,2021-08-07 19:08:46,31.4583,131.2333,77.63,93,99,1.59
437,Auki,SB,2021-08-07 19:03:54,-8.7676,160.7034,76.03,86,100,3.65
438,Port Hardy,CA,2021-08-07 19:08:46,50.6996,-127.4199,59.86,89,34,1.45
439,Ancud,CL,2021-08-07 19:08:47,-41.8697,-73.8203,53.42,71,99,9.71
440,Soyo,AO,2021-08-07 19:08:47,-6.1349,12.3689,72.77,83,80,6.51
441,Bozhou,CN,2021-08-07 19:08:47,33.8772,115.7703,76.03,94,36,4.23
442,Taunggyi,MM,2021-08-07 19:08:48,20.7833,97.0333,61.99,98,63,3.56
443,Okhotsk,RU,2021-08-07 19:08:48,59.3833,143.3,57.0,62,5,7.29
444,Ixtapa,MX,2021-08-07 19:08:48,20.7,-105.2,87.22,70,1,6.91
445,Canton,CN,2021-08-07 19:08:48,23.1167,113.25,81.95,85,100,3.42
446,Cabo San Lucas,MX,2021-08-07 19:06:48,22.8909,-109.9124,93.81,66,40,3.44
447,Kasongo-Lunda,CD,2021-08-07 19:08:49,-6.4667,16.8167,78.53,17,87,2.86
448,Novyy Svit,UA,2021-08-07 19:08:49,47.8059,38.0211,78.55,54,100,4.59
449,Saint-Georges,GD,2021-08-07 19:08:49,12.0564,-61.7485,84.07,62,12,9.1
450,Omboue,GA,2021-08-07 19:08:06,-1.5746,9.2618,74.5,85,100,9.17
451,Vostok,RU,2021-08-07 19:08:50,46.4856,135.8833,58.68,99,100,3.98
452,Naryan-Mar,RU,2021-08-07 19:08:50,67.6713,53.087,43.25,93,100,6.96
453,Methoni,GR,2021-08-07 19:08:50,36.8197,21.7049,83.21,64,0,3.58
454,Pisco,PE,2021-08-07 19:04:54,-13.7,-76.2167,64.45,72,75,9.22
455,Filingue,NE,2021-08-07 19:08:51,14.3521,3.3168,96.55,36,9,7.61
456,Manono,CD,2021-08-07 19:08:51,-7.3,27.4167,78.71,21,31,5.19
457,Great Falls,US,2021-08-07 19:05:08,47.5002,-111.3008,83.59,27,1,14.97
458,Veraval,IN,2021-08-07 19:08:51,20.9,70.3667,81.7,80,69,10.13
459,Whitehorse,CA,2021-08-07 19:07:39,60.7161,-135.0538,61.02,74,88,0.31
460,Nova Olinda Do Norte,BR,2021-08-07 19:08:52,-3.8881,-59.0942,96.06,32,69,4.34
461,Biak,ID,2021-08-07 19:05:17,-0.9131,122.8766,75.06,88,100,6.46
462,Uchiza,PE,2021-08-07 19:08:52,-8.4592,-76.4633,88.32,41,18,1.88
463,Bucerias,MX,2021-08-07 19:06:14,20.75,-105.3333,87.98,70,1,6.91
464,Alugan,PH,2021-08-07 19:08:53,12.2188,125.4808,78.67,85,99,4.34
465,Mount Gambier,AU,2021-08-07 19:08:53,-37.8333,140.7667,37.31,100,75,8.05
466,Jumla,NP,2021-08-07 19:08:53,29.2747,82.1838,62.96,95,92,1.05
467,Ternovka,RU,2021-08-07 19:08:54,51.678,41.6375,73.85,35,100,10.47
468,Urengoy,RU,2021-08-07 19:08:54,65.9667,78.3667,61.5,59,5,5.95
469,Bilibino,RU,2021-08-07 19:08:54,68.0546,166.4372,47.34,64,13,8.12
470,Sturgeon Falls,CA,2021-08-07 19:08:55,46.3646,-79.9326,65.62,73,100,6.31
471,Atambua,ID,2021-08-07 19:08:55,-9.1061,124.8925,66.02,79,34,5.55
472,Mookane,BW,2021-08-07 19:08:55,-23.688,26.6595,69.17,17,4,1.63
473,Chebenki,RU,2021-08-07 19:08:55,51.9337,55.7077,67.75,40,2,8.43
474,Upata,VE,2021-08-07 19:08:56,8.0086,-62.3989,87.19,85,49,2.89
475,Ziro,IN,2021-08-07 19:08:56,27.6333,93.8333,61.21,98,100,1.97
476,Boda,CF,2021-08-07 19:08:56,4.3189,17.4695,68.67,98,100,2.08
477,Batagay,RU,2021-08-07 19:08:57,67.6333,134.6333,58.6,44,66,2.98
478,Kaberamaido,UG,2021-08-07 19:08:57,1.7389,33.1594,72.09,63,11,3.0
479,Morehead,US,2021-08-07 19:08:57,37.2711,-87.1764,89.11,53,40,4.61
480,Meulaboh,ID,2021-08-07 19:05:33,4.1363,96.1285,77.4,87,100,4.72
481,Nchelenge,ZM,2021-08-07 19:08:58,-9.3451,28.734,70.48,43,10,4.88
482,Wajir,KE,2021-08-07 19:08:58,1.7471,40.0573,81.39,47,5,22.64
483,Nome,US,2021-08-07 19:08:58,64.5011,-165.4064,48.27,81,90,9.22
484,Bonthe,SL,2021-08-07 19:08:58,7.5264,-12.505,78.48,72,29,7.67
485,Svetlyy,RU,2021-08-07 19:08:59,54.675,20.1347,59.05,77,95,2.66
486,Oriximina,BR,2021-08-07 19:08:59,-1.7656,-55.8661,92.44,33,9,7.4
487,Mount Pleasant,US,2021-08-07 19:05:26,32.7941,-79.8626,81.07,87,75,1.99
488,Ulladulla,AU,2021-08-07 19:08:59,-35.35,150.4667,50.9,89,63,8.16
489,Coihueco,CL,2021-08-07 19:09:00,-36.6167,-71.8333,52.54,62,75,18.41
490,Los Llanos De Aridane,ES,2021-08-07 19:09:00,28.6585,-17.9182,71.35,94,20,10.36
491,Miri,MY,2021-08-07 19:09:00,4.4148,114.0089,79.34,85,100,1.61
492,Marion,US,2021-08-07 19:07:07,39.7684,-86.1555,88.2,61,75,9.22
493,Darnah,LY,2021-08-07 19:09:01,32.767,22.6367,79.77,78,0,16.53
494,Mehriz,IR,2021-08-07 19:09:01,31.5917,54.4318,88.3,15,6,2.71
495,Verkhnetulomskiy,RU,2021-08-07 19:09:01,68.6073,31.7962,57.33,70,1,3.36
496,Siavonga,ZM,2021-08-07 19:09:02,-16.5382,28.7088,70.23,43,0,3.44
497,Molokovo,RU,2021-08-07 19:09:02,58.1661,36.7628,64.26,96,100,12.01
498,Mitsamiouli,KM,2021-08-07 19:09:02,-11.3847,43.2844,77.36,66,95,4.18
499,Kresttsy,RU,2021-08-07 19:09:03,58.2452,32.5165,63.23,96,88,3.8
500,Sanchazi,CN,2021-08-07 19:09:03,42.0817,126.6003,61.38,94,13,2.55
501,Killybegs,IE,2021-08-07 19:09:03,54.6333,-8.45,58.71,93,99,18.72
502,Arkansas City,US,2021-08-07 19:08:46,37.062,-97.0384,95.14,49,1,17.27
503,Sampit,ID,2021-08-07 19:09:04,-2.5333,112.95,75.61,98,100,2.24
504,Warkworth,NZ,2021-08-07 19:09:04,-36.4,174.6667,52.92,90,91,7.31
505,Neiafu,TO,2021-08-07 19:09:04,-18.65,-173.9833,59.68,94,20,0.0
506,Melipilla,CL,2021-08-07 19:09:04,-33.7,-71.2167,57.49,57,24,4.72
507,Saquarema,BR,2021-08-07 19:09:05,-22.92,-42.5103,75.22,69,98,19.15
508,Severnoye,RU,2021-08-07 19:09:05,56.3491,78.3619,60.91,90,99,4.63
509,Okha,RU,2021-08-07 19:09:05,53.5739,142.9478,51.89,82,100,11.56
510,Solano,US,2021-08-07 19:06:02,38.2333,-121.9511,89.26,40,40,9.22
511,Lavrentiya,RU,2021-08-07 19:09:06,65.5833,-171.0,44.1,80,100,15.41
512,Pasighat,IN,2021-08-07 19:09:06,28.0667,95.3333,79.07,97,100,2.44
513,Conde,BR,2021-08-07 19:04:28,-7.2597,-34.9075,74.66,88,75,14.97
514,Tessalit,ML,2021-08-07 19:09:06,20.1986,1.0114,98.64,21,92,9.48
515,Rawson,AR,2021-08-07 19:06:41,-43.3002,-65.1023,54.91,29,0,33.2
516,Nalut,LY,2021-08-07 19:09:07,30.3333,10.85,98.15,8,0,6.76
517,Barcelos,PT,2021-08-07 19:06:25,41.5388,-8.6151,69.28,71,4,11.03
518,Mantua,IT,2021-08-07 19:09:07,45.1667,10.7833,83.08,66,72,7.0
519,Kota Bahru,MY,2021-08-07 19:09:07,6.1333,102.2386,78.24,88,93,2.75
520,Atar,MR,2021-08-07 19:09:08,20.5169,-13.0499,97.75,34,0,12.5
521,Bukachacha,RU,2021-08-07 19:09:08,52.9833,116.9167,59.97,95,92,9.84
522,Saint Anthony,US,2021-08-07 19:09:08,45.0205,-93.218,73.0,92,90,1.01
523,Kwinana,AU,2021-08-07 19:09:09,-32.25,115.7667,56.93,85,39,8.97
524,Pacific Grove,US,2021-08-07 19:09:09,36.6177,-121.9166,83.8,76,20,1.01
525,Komsomolsk,UA,2021-08-07 19:09:09,49.0097,33.6455,70.41,55,99,14.05
526,Kutum,SD,2021-08-07 19:09:09,14.2,24.6667,77.13,59,98,12.93
527,Donji Vakuf,BA,2021-08-07 19:09:10,44.1436,17.4,68.79,57,0,4.34
528,Azad Shahr,IR,2021-08-07 19:09:10,34.7909,48.5707,73.51,36,100,6.31
529,Taoudenni,ML,2021-08-07 19:09:10,22.6783,-3.9836,109.62,8,0,8.52
530,Korla,CN,2021-08-07 19:09:11,41.7597,86.1469,78.98,34,5,5.1
531,Ust-Nera,RU,2021-08-07 19:09:11,64.5667,143.2,56.25,66,73,1.36
532,Hambantota,LK,2021-08-07 19:09:11,6.1241,81.1185,80.94,89,0,8.05
533,Gurupa,BR,2021-08-07 19:09:12,-1.405,-51.64,94.23,32,38,4.94
534,Tres Picos,MX,2021-08-07 19:09:12,15.8667,-93.5333,85.96,67,89,4.99
535,Ubinskoye,RU,2021-08-07 19:09:12,55.3068,79.6802,60.66,87,72,0.87
536,Frederico Westphalen,BR,2021-08-07 19:09:12,-27.3592,-53.3944,76.44,37,0,5.68
537,Ahipara,NZ,2021-08-07 19:09:13,-35.1667,173.1667,53.56,86,98,8.21
538,Tual,ID,2021-08-07 19:04:13,-5.6667,132.75,80.31,80,70,21.54
539,Chemal,RU,2021-08-07 19:09:13,51.4111,86.005,55.45,96,42,4.12
540,Teguldet,RU,2021-08-07 19:09:13,57.3064,88.1667,59.41,95,99,3.11
541,Srednekolymsk,RU,2021-08-07 19:09:14,67.45,153.6833,45.05,72,1,4.76
542,Turukhansk,RU,2021-08-07 19:09:14,65.8167,87.9833,61.63,68,78,4.41
543,Benguela,AO,2021-08-07 19:09:14,-12.5763,13.4055,71.92,85,25,2.35
544,Wucheng,CN,2021-08-07 19:09:15,29.6008,118.175,74.53,94,2,1.63
545,Piombino,IT,2021-08-07 19:09:15,42.9348,10.5221,77.02,87,0,4.0
546,Shingu,JP,2021-08-07 19:09:15,33.7333,135.9833,77.92,84,3,7.38
547,Porto Novo,BJ,2021-08-07 19:09:16,6.4965,2.6036,75.42,90,100,5.95
548,Kjollefjord,NO,2021-08-07 19:09:16,70.9457,27.3465,60.39,69,80,5.01
549,Glendive,US,2021-08-07 19:07:04,47.1053,-104.7125,87.96,32,1,4.61
550,Arrifes,PT,2021-08-07 19:09:16,37.7667,-25.7,70.05,64,75,10.36
551,Cadillac,US,2021-08-07 19:09:17,44.2519,-85.4012,81.79,57,40,3.44
552,North Myrtle Beach,US,2021-08-07 19:09:17,33.816,-78.68,86.29,74,75,10.36
553,Acapulco,MX,2021-08-07 19:07:45,16.8634,-99.8901,85.82,74,40,8.05
554,Ajdovscina,SI,2021-08-07 19:09:17,45.886,13.9095,77.56,86,0,0.36
555,Verkhnyachka,UA,2021-08-07 19:09:18,48.8285,30.0396,60.55,72,0,7.31
556,Punaauia,PF,2021-08-07 19:09:18,-17.6333,-149.6,80.24,61,20,4.61
557,Raga,SS,2021-08-07 19:07:04,8.4596,25.678,72.28,90,100,4.18
558,Abadan,IR,2021-08-07 19:09:18,30.3392,48.3043,100.35,34,0,2.3
559,Baghdad,IQ,2021-08-07 19:05:24,33.3406,44.4009,93.11,26,0,2.3
560,Aksu,CN,2021-08-07 19:09:19,41.1231,80.2644,75.58,42,100,10.56
561,Sambava,MG,2021-08-07 19:09:19,-14.2667,50.1667,70.32,85,100,8.81
562,Aranda De Duero,ES,2021-08-07 19:09:19,41.6704,-3.6892,70.68,26,4,8.81
563,Warrnambool,AU,2021-08-07 19:09:19,-38.3833,142.4833,40.8,89,6,7.61
564,Marovoay,MG,2021-08-07 19:09:20,-16.1,46.6333,73.54,66,0,2.86
565,Sete,FR,2021-08-07 19:09:20,43.4018,3.6966,76.86,65,100,15.1
566,Yar-Sale,RU,2021-08-07 19:06:45,66.8333,70.8333,59.76,81,7,10.25
567,Visby,SE,2021-08-07 19:09:20,57.6409,18.296,61.02,82,90,10.36
568,Yanaul,RU,2021-08-07 19:09:21,56.2719,54.9309,56.21,86,10,5.66
569,Turbat,PK,2021-08-07 19:09:21,26.0023,63.044,87.8,58,86,3.96
570,Mikhaylovka,RU,2021-08-07 19:09:21,50.06,43.2379,78.01,27,100,9.46
571,Lata,PT,2021-08-07 19:09:21,40.1629,-8.3327,73.04,65,47,9.35
572,Ostersund,SE,2021-08-07 19:09:22,63.1792,14.6357,63.05,42,99,10.36
573,Yeppoon,AU,2021-08-07 19:09:22,-23.1333,150.7333,49.78,89,1,5.75
574,Bonavista,CA,2021-08-07 19:09:22,48.6499,-53.1147,69.35,74,100,18.68
575,Urumqi,CN,2021-08-07 19:08:47,43.801,87.6005,72.55,41,0,6.71
576,Lethem,GY,2021-08-07 19:09:23,3.3803,-59.7968,86.92,62,97,2.46
577,Luancheng,CN,2021-08-07 19:09:23,37.8792,114.6517,76.39,87,100,2.39
578,Makokou,GA,2021-08-07 19:09:23,0.5738,12.8642,70.11,94,98,2.15
579,Barranco,PA,2021-08-07 19:09:24,9.5167,-82.7,76.75,84,100,1.9
580,Banes,CU,2021-08-07 19:09:24,20.9625,-75.7186,95.61,53,4,13.53
581,Coralville,US,2021-08-07 19:09:24,41.6764,-91.5805,90.52,66,1,16.11
582,Sebastian,US,2021-08-07 19:09:25,35.1668,-94.2669,93.11,34,0,6.17
583,Osakarovka,KZ,2021-08-07 19:09:25,50.565,72.5692,63.09,74,96,0.29
584,Tahe,CN,2021-08-07 19:09:25,52.3333,124.7333,60.08,99,100,3.24
585,Muri,IN,2021-08-07 19:06:13,23.3667,85.8667,81.37,83,100,5.01
586,Magistralnyy,RU,2021-08-07 19:09:26,56.1725,107.4458,56.34,75,93,6.29
587,Cairns,AU,2021-08-07 19:09:26,-16.9167,145.7667,68.11,92,75,11.5
588,Tantoyuca,MX,2021-08-07 19:09:26,21.35,-98.2333,96.08,36,39,4.59
589,Garango,BF,2021-08-07 19:09:26,11.8,-0.5506,85.42,55,19,5.77
590,Odaile,RO,2021-08-07 19:09:27,45.3833,26.55,64.99,58,0,5.23
591,Myaundzha,RU,2021-08-07 19:09:27,63.0494,147.1858,49.86,75,16,1.77
592,Ust-Kuyga,RU,2021-08-07 19:09:27,70.0167,135.6,55.81,55,100,2.44
593,Aylmer,CA,2021-08-07 19:09:27,42.7668,-80.983,79.75,57,13,11.25
